Region,Region_pcode,Province,Province_pcode,City,Mun_Pcode,July2020,July2021,July2022,July2023,July2024,July2025
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,santo niño,PH126318000,43008,43309,43571,43794,43979,44125
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,lake sebu,PH126319000,98094,100104,102058,103960,105814,107609
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,bagumbayan,PH126501000,68827,69062,69255,69405,69512,69575
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,columbio,PH126502000,38585,39690,40802,41920,43049,44180
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,esperanza,PH126503000,67695,67898,68058,68177,68253,68287
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,isulan (capital),PH126504000,92877,93156,93376,93538,93643,93689
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,kalamansig,PH126505000,50518,50725,50901,51045,51158,51240
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,lebak,PH126506000,91511,91887,92206,92467,92672,92819
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,lutayan,PH126507000,68022,68951,69850,70718,71558,72364
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,lambayong (mariano marcos),PH126508000,86772,88728,90673,92606,94534,96444
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,palimbang,PH126509000,94655,95360,96008,96602,97142,97624
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,president quirino,PH126510000,42692,42879,43038,43171,43277,43357
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,city of tacurong,PH126511000,104368,105443,106461,107424,108334,109186
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,sen. ninoy aquino,PH126512000,48719,49009,49270,49501,49704,49876
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,alabel (capital),PH128001000,84221,84823,85364,85842,86260,86615
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,glan,PH128002000,128909,130862,132746,134556,136302,137970
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,kiamba,PH128003000,66694,67734,68738,69705,70639,71535
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,maasim,PH128004000,65542,66684,67796,68875,69926,70943
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,maitum,PH128005000,46960,47340,47688,48001,48281,48527
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,malapatan,PH128006000,80460,81004,81490,81915,82282,82589
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,malungon,PH128007000,111005,112297,113518,114666,115745,116750
Region XII (SOCCSKSARGEN),PH120000000,Cotabato City (Not A Province),PH129800000,cotabato city,PH129804000,309498,311264,312921,314470,315905,317226
National Capital Region (NCR),PH130000000,"Ncr, First District (Not A Province)",PH133900000,city of manila,PH133901000,1886920,1904097,1919752,1933886,1946482,1957470
National Capital Region (NCR),PH130000000,"Ncr, Second District (Not A Province)",PH137400000,city of mandaluyong,PH137401000,444211,455743,467167,478469,489655,500647
National Capital Region (NCR),PH130000000,"Ncr, Second District (Not A Province)",PH137400000,city of marikina,PH137402000,476108,480081,483664,486856,489655,492046
National Capital Region (NCR),PH130000000,"Ncr, Second District (Not A Province)",PH137400000,city of pasig,PH137403000,836915,852178,866963,881253,895047,908251
National Capital Region (NCR),PH130000000,"Ncr, Second District (Not A Province)",PH137400000,quezon city,PH137404000,3080813,3102433,3121477,3137962,3151858,3163105
National Capital Region (NCR),PH130000000,"Ncr, Second District (Not A Province)",PH137400000,city of san juan,PH137405000,122886,123031,123175,123319,123464,123609
National Capital Region (NCR),PH130000000,"Ncr, Third District (Not A Province)",PH137500000,caloocan city,PH137501000,1659171,1670236,1679907,1688192,1695076,1700530
National Capital Region (NCR),PH130000000,"Ncr, Third District (Not A Province)",PH137500000,city of malabon,PH137502000,374431,375218,375679,375819,376008,376340
National Capital Region (NCR),PH130000000,"Ncr, Third District (Not A Province)",PH137500000,city of navotas,PH137503000,249774,249838,249901,249964,250028,250091
National Capital Region (NCR),PH130000000,"Ncr, Third District (Not A Province)",PH137500000,city of valenzuela,PH137504000,657446,663395,668814,673702,678054,681846
National Capital Region (NCR),PH130000000,"Ncr, Fourth District (Not A Province)",PH137600000,city of las piñas,PH137601000,621292,626337,630872,634897,638408,641387
National Capital Region (NCR),PH130000000,"Ncr, Fourth District (Not A Province)",PH137600000,city of makati,PH137602000,636947,646773,656176,665148,673685,681731
National Capital Region (NCR),PH130000000,"Ncr, Fourth District (Not A Province)",PH137600000,city of muntinlupa,PH137603000,545540,552738,559543,565948,571952,577515
National Capital Region (NCR),PH130000000,"Ncr, Fourth District (Not A Province)",PH137600000,city of parañaque,PH137604000,741227,755461,769298,782720,795729,808234
National Capital Region (NCR),PH130000000,"Ncr, Fourth District (Not A Province)",PH137600000,pasay city,PH137605000,433585,435932,437909,439520,440760,441628
National Capital Region (NCR),PH130000000,"Ncr, Fourth District (Not A Province)",PH137600000,pateros,PH137606000,65319,65439,65502,65555,65635,65715
National Capital Region (NCR),PH130000000,"Ncr, Fourth District (Not A Province)",PH137600000,taguig city,PH137607000,972071,1007293,1042877,1078794,1115084,1151512
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,bangued (capital),PH140101000,50872,51392,51902,52400,52890,53369
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,boliney,PH140102000,3598,3600,3601,3600,3599,3596
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,bucay,PH140103000,17236,17244,17247,17245,17238,17226
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,bucloc,PH140104000,2624,2648,2670,2692,2714,2734
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,daguioman,PH140105000,2259,2293,2328,2361,2395,2428
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,danglas,PH140106000,4222,4224,4224,4224,4222,4219
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,dolores,PH140107000,11395,11400,11402,11401,11396,11388
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,la paz,PH140108000,15736,15783,15824,15862,15894,15923
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,lacub,PH140109000,3640,3686,3732,3778,3823,3867
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,lagangilang,PH140110000,14451,14477,14499,14517,14531,14540
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,lagayan,PH140111000,4547,4552,4556,4559,4560,4560
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,langiden,PH140112000,3232,3236,3239,3240,3241,3241
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,licuan-baay (licuan),PH140113000,4722,4724,4725,4725,4723,4719
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,luba,PH140114000,6384,6387,6388,6387,6385,6380
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,malibcong,PH140115000,3452,3454,3454,3454,3453,3450
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,manabo,PH140116000,10875,10888,10898,10904,10907,10907
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,peñarrubia,PH140117000,6710,6718,6724,6728,6730,6730
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,pidigan,PH140118000,12642,12724,12804,12880,12953,13023
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,pilar,PH140119000,10369,10389,10406,10420,10431,10439
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,sallapadan,PH140120000,6947,7009,7069,7127,7183,7238
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,san isidro,PH140121000,4606,4609,4609,4609,4607,4604
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,san juan,PH140122000,9937,9941,9943,9942,9938,9931
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,san quintin,PH140123000,5553,5571,5588,5603,5616,5628
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,tayum,PH140124000,14754,14799,14840,14876,14908,14936
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,tineg,PH140125000,5451,5521,5590,5658,5726,5792
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,tubo,PH140126000,5739,5742,5743,5742,5740,5736
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,villaviciosa,PH140127000,5449,5456,5460,5464,5465,5465
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,atok,PH141101000,20336,20421,20489,20539,20573,20588
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,baguio city,PH141102000,363663,366526,369096,371374,373364,375055
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,bakun,PH141103000,16820,17087,17344,17591,17828,18055
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,bokod,PH141104000,14533,14657,14770,14871,14961,15039
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,buguias,PH141105000,47016,47608,48166,48692,49186,49645
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,itogon,PH141106000,62185,62512,62788,63011,63182,63300
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,kabayan,PH141107000,16613,16857,17090,17312,17524,17725
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,kapangan,PH141108000,19962,20034,20089,20127,20147,20151
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,kibungan,PH141109000,17891,17968,18030,18077,18109,18125
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,la trinidad (capital),PH141110000,150139,154381,158613,162834,167056,171256
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,mankayan,PH141111000,37106,37247,37357,37435,37481,37495
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,sablan,PH141112000,12129,12238,12337,12427,12507,12578
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,tuba,PH141113000,51368,52018,52633,53211,53754,54260
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,tublay,PH141114000,18791,18929,19052,19160,19252,19329
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,banaue,PH142701000,22261,22321,22372,22415,22448,22473
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,hungduan,PH142702000,9582,9608,9630,9649,9663,9674
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,kiangan,PH142703000,17617,17713,17803,17886,17962,18032
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,lagawe (capital),PH142704000,19895,19988,20072,20149,20218,20279
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,lamut,PH142705000,26406,26609,26802,26986,27161,27326
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,mayoyao,PH142706000,17691,17744,17790,17829,17860,17885
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,alfonso lista (potia),PH142707000,34242,34649,35046,35432,35811,36178
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,aguinaldo,PH142708000,19908,19986,20057,20121,20176,20224
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,hingyon,PH142709000,9406,9432,9453,9471,9485,9496
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,tinoc,PH142710000,18049,18346,18639,18930,19219,19504
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,asipulo,PH142711000,15612,15666,15714,15755,15789,15818
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,balbalan,PH143201000,12475,12519,12559,12594,12625,12652
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,lubuagan,PH143206000,8480,8421,8358,8294,8226,8156
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,pasil,PH143208000,9812,9836,9856,9872,9886,9895
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,pinukpuk,PH143209000,33586,33875,34154,34423,34683,34932
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,rizal (liwan),PH143211000,17724,17848,17966,18077,18184,18284
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,city of tabuk (capital),PH143213000,114821,115564,116269,116934,117567,118158
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,tanudan,PH143214000,10212,10344,10474,10601,10728,10851
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,tinglayan,PH143215000,13120,13157,13190,13218,13241,13260
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,barlig,PH144401000,4288,4185,4084,3985,3887,3791
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,bauko,PH144402000,31714,31829,31938,32042,32141,32235
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,besao,PH144403000,6340,6202,6067,5934,5802,5672
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,bontoc (capital),PH144404000,25113,25195,25272,25345,25415,25480
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,natonin,PH144405000,10417,10440,10462,10482,10500,10516
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,paracelis,PH144406000,29557,29840,30120,30397,30673,30946
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,sabangan,PH144407000,9821,9921,10021,10119,10218,10315
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,sadanga,PH144408000,8958,8985,9011,9035,9058,9079
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,sagada,PH144409000,11223,11236,11247,11256,11263,11268
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,tadian,PH144410000,19556,19579,19598,19613,19626,19634
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,calanasan (bayag),PH148101000,13327,13459,13586,13707,13824,13934
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,conner,PH148102000,26760,26867,26961,27042,27111,27166
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,flora,PH148103000,17789,17845,17892,17931,17961,17982
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,kabugao (capital),PH148104000,15545,15546,15548,15549,15551,15552
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,luna,PH148105000,19599,19681,19753,19816,19870,19914
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,pudtol,PH148106000,16091,16314,16532,16745,16955,17159
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,santa marcela,PH148107000,14788,15016,15240,15460,15678,15891
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,city of lamitan,PH150702000,79539,80501,81465,82432,83402,84373
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,lantawan,PH150703000,27685,28348,29022,29707,30405,31112
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,maluso,PH150704000,46390,47632,48901,50196,51520,52867
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,sumisip,PH150705000,45677,46501,47334,48176,49029,49888
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,tipo-tipo,PH150706000,20800,21139,21481,21826,22175,22525
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,tuburan,PH150707000,20923,21061,21198,21333,21466,21597
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,akbar,PH150708000,20621,21306,22009,22731,23473,24231
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,al-barka,PH150709000,21771,21941,22109,22276,22442,22605
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,hadji mohammad ajul,PH150710000,21371,21807,22249,22696,23150,23608
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,ungkaya pukan,PH150711000,19630,19870,20111,20353,20597,20841
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,hadji muhtamad,PH150712000,33888,36047,38320,40710,43221,45842
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,tabuan-lasa,PH150713000,28402,29335,30293,31275,32285,33318
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,bacolod-kalawi (bacolod grande),PH153601000,22890,23331,23781,24241,24711,25189
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,balabagan,PH153602000,28069,28330,28595,28863,29136,29411
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,balindong (watu),PH153603000,32016,32627,33250,33886,34536,35197
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,bayang,PH153604000,26165,26637,27119,27610,28111,28620
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,binidayan,PH153605000,24440,24952,25474,26008,26555,27111
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,bubong,PH153606000,25040,25630,26235,26854,27489,28136
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,butig,PH153607000,21846,22405,22978,23566,24170,24787
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,ganassi,PH153609000,25614,26178,26755,27346,27951,28567
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,kapai,PH153610000,20137,20400,20667,20938,21214,21493
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,lumba-bayabao (maguing),PH153611000,39445,40152,40872,41607,42357,43119
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,lumbatan,PH153612000,21324,21807,22301,22807,23326,23854
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,madalum,PH153613000,25808,26391,26989,27600,28226,28864
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,madamba,PH153614000,19814,20262,20720,21189,21670,22160
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,malabang,PH153615000,48758,49799,50863,51951,53064,54199
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,marantao,PH153616000,37173,38093,39036,40002,40995,42008
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,marawi city (capital),PH153617000,213341,215774,218241,220744,223288,225859
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,masiu,PH153618000,32990,33827,34685,35566,36470,37394
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,mulondo,PH153619000,17928,18333,18747,19171,19606,20049
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,pagayawan (tatarikan),PH153620000,14845,15220,15604,15997,16401,16814
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,piagapo,PH153621000,28744,29469,30212,30974,31757,32557
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,poona bayabao (gata),PH153622000,25077,25701,26342,26998,27672,28361
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,pualas,PH153623000,14476,14828,15189,15559,15939,16327
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,ditsaan-ramain,PH153624000,24088,24469,24858,25253,25656,26064
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,saguiaran,PH153625000,26196,26529,26867,27210,27560,27913
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,tamparan,PH153626000,29212,29944,30695,31464,32255,33062
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,taraka,PH153627000,26165,26711,27269,27839,28423,29016
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,tubaran,PH153628000,16431,16797,17171,17554,17946,18345
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,tugaya,PH153629000,25015,25267,25522,25781,26044,26309
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,wao,PH153630000,50780,51846,52935,54047,55186,56345
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,marogong,PH153631000,23934,24505,25090,25690,26305,26932
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,calanogas,PH153632000,15401,15761,16130,16507,16894,17289
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,buadiposo-buntong,PH153633000,16333,16375,16418,16461,16505,16550
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,maguing,PH153634000,27408,28035,28676,29333,30006,30692
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,picong (sultan gumander),PH153635000,19041,19577,20129,20697,21281,21879
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,lumbayanague,PH153636000,18297,18716,19145,19584,20035,20494
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,bumbaran,PH153637000,12066,12438,12821,13215,13622,14039
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,tagoloan ii,PH153638000,12385,12648,12917,13193,13475,13762
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,kapatagan,PH153639000,17506,17940,18386,18843,19312,19792
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,sultan dumalondong,PH153640000,11896,12022,12149,12278,12409,12542
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,lumbaca-unayan,PH153641000,8193,8397,8607,8822,9043,9268
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,ampatuan,PH153801000,27464,27993,28517,29036,29551,30059
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,buldon,PH153802000,36201,36333,36446,36538,36611,36664
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,buluan,PH153803000,57898,59550,61216,62896,64594,66302
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,datu paglas,PH153805000,31630,32280,32925,33566,34204,34836
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,datu piang,PH153806000,23877,23508,23130,22744,22350,21948
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,datu odin sinsuat (dinaig),PH153807000,108005,109706,111373,113007,114611,116176
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,shariff aguak (maganoy) (capital),PH153808000,32313,32390,32449,32490,32513,32518
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,matanog,PH153809000,32653,33218,33774,34322,34862,35392
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,pagalungan,PH153810000,43075,43734,44379,45010,45629,46232
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,parang,PH153811000,100969,103375,105781,108188,110601,113008
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,sultan kudarat (nuling),PH153812000,98888,99497,100054,100559,101013,101413
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,sultan sa barongis (lambayong),PH153813000,22864,22919,22961,22990,23006,23009
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,kabuntalan (tumbao),PH153814000,17777,17852,17918,17974,18020,18057
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,upi,PH153815000,58915,59963,60997,62016,63024,64014
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,talayan,PH153816000,35774,37009,38265,39544,40847,42168
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,south upi,PH153817000,43045,43581,44100,44602,45087,45553
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,barira,PH153818000,33174,33803,34424,35039,35649,36251
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,gen. s.k. pendatun,PH153819000,30340,30766,31181,31585,31979,32360
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,mamasapano,PH153820000,25756,25914,26058,26188,26305,26409
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,talitay,PH153821000,15511,15621,15723,15818,15904,15982
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,pagagawan,PH153822000,35895,36061,36208,36334,36442,36529
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,paglat,PH153823000,20840,21983,23175,24414,25704,27038
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,sultan mastura,PH153824000,23123,23265,23396,23514,23620,23713
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,guindulungan,PH153825000,20771,20918,21053,21178,21292,21395
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,datu saudi-ampatuan,PH153826000,31835,33010,34210,35433,36685,37957
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,datu unsay,PH153827000,12045,12073,12095,12111,12119,12121
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,datu abdullah sangki,PH153828000,26185,26637,27082,27520,27952,28376
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,rajah buayan,PH153829000,25253,25550,25836,26111,26377,26631
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,datu blah t. sinsuat,PH153830000,34762,37130,39628,42256,45021,47909
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,datu anggal midtimbang,PH153831000,31252,32649,34088,35570,37099,38665
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,mangudadatu,PH153832000,38470,41988,45771,49819,54143,58721
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,pandag,PH153833000,41290,45773,50653,55931,61622,67695
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,northern kabuntalan,PH153834000,32432,34081,35793,37566,39406,41303
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,datu hoffer ampatuan,PH153835000,35205,37708,40355,43147,46090,49171
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,datu salibo,PH153836000,15240,15276,15304,15324,15334,15336
