Region,Region_pcode,Province,Province_pcode,City,Mun_Pcode,July2020,July2021,July2022,July2023,July2024,July2025
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,concepcion,PH063015000,46159,46751,47311,47838,48334,48795
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,dingle,PH063016000,46727,46975,47183,47353,47483,47574
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,dueñas,PH063017000,35178,35342,35475,35579,35653,35697
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,dumangas,PH063018000,71111,71465,71758,71991,72165,72278
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,estancia,PH063019000,54078,55225,56348,57449,58529,59582
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,guimbal,PH063020000,34827,35006,35155,35275,35366,35427
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,igbaras,PH063021000,32879,33032,33157,33253,33323,33364
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,iloilo city (capital),PH063022000,471043,472185,473326,474467,475611,476752
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,janiuay,PH063023000,65652,65957,66206,66400,66538,66620
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,lambunao,PH063025000,77234,77917,78538,79099,79599,80038
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,leganes,PH063026000,35154,35690,36205,36696,37167,37614
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,lemery,PH063027000,33983,34625,35249,35856,36447,37018
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,leon,PH063028000,51511,51805,52057,52265,52431,52553
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,maasin,PH063029000,38246,38488,38698,38876,39023,39137
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,miagao,PH063030000,69611,69975,70280,70526,70715,70844
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,mina,PH063031000,24997,25280,25545,25790,26018,26227
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,new lucena,PH063032000,23971,24102,24213,24303,24374,24424
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,oton,PH063034000,94477,95520,96492,97393,98226,98985
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,city of passi,PH063035000,82746,83131,83445,83688,83863,83966
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,pavia,PH063036000,68901,71907,74980,78118,81330,84596
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,pototan,PH063037000,78119,78685,79187,79626,80001,80312
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,san dionisio,PH063038000,43708,44742,45763,46769,47764,48741
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,san enrique,PH063039000,34911,35088,35235,35353,35442,35501
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,san joaquin,PH063040000,53311,53558,53761,53918,54030,54097
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,san miguel,PH063041000,30055,30532,30991,31431,31853,32256
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,san rafael,PH063042000,18268,18625,18973,19312,19643,19964
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,santa barbara,PH063043000,64185,64964,65697,66384,67026,67619
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,sara,PH063044000,57887,58963,60007,61022,62008,62960
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,tigbauan,PH063045000,65725,66298,66818,67286,67703,68067
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,tubungan,PH063046000,23034,23135,23217,23279,23321,23344
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,zarraga,PH063047000,27180,27487,27774,28040,28287,28514
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of bacolod (capital),PH064501000,603286,611261,619084,626753,634291,641653
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of bago,PH064502000,175879,176665,177378,178019,178590,179086
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,binalbagan,PH064503000,68451,68606,68732,68829,68896,68935
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of cadiz,PH064504000,157438,157795,158085,158308,158464,158552
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,calatrava,PH064505000,81989,82165,82306,82412,82483,82518
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,candoni,PH064506000,22171,22222,22263,22294,22316,22328
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,cauayan,PH064507000,105601,106177,106710,107201,107651,108057
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,enrique b. magalona (saravia),PH064508000,65301,65711,66095,66454,66788,67095
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of escalante,PH064509000,96840,97288,97696,98064,98394,98683
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of himamaylan,PH064510000,108855,109122,109343,109517,109645,109727
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,hinigaran,PH064511000,87756,88088,88383,88641,88864,89049
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,hinoba-an (asia),PH064512000,58003,58173,58318,58438,58535,58606
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,ilog,PH064513000,59340,59668,59972,60252,60509,60742
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,isabela,PH064514000,63663,63894,64099,64277,64429,64553
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of kabankalan,PH064515000,193314,195447,197520,199534,201494,203389
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of la carlota,PH064516000,65692,65859,65999,66111,66195,66250
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,la castellana,PH064517000,77373,77794,78185,78545,78874,79172
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,manapla,PH064518000,56027,56199,56347,56471,56573,56649
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,moises padilla (magallon),PH064519000,42783,43017,43234,43434,43617,43783
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,murcia,PH064520000,86013,86893,87745,88570,89368,90137
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,pontevedra,PH064521000,54927,55499,56052,56588,57108,57609
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,pulupandan,PH064522000,29685,30058,30423,30780,31130,31471
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of sagay,PH064523000,149187,149598,149945,150229,150451,150608
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of san carlos,PH064524000,134689,134959,135172,135327,135425,135464
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,san enrique,PH064525000,24482,24568,24645,24711,24768,24815
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of silay,PH064526000,130606,131198,131736,132220,132652,133029
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of sipalay,PH064527000,71491,71692,71863,72003,72113,72193
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of talisay,PH064528000,105040,105488,105894,106255,106575,106850
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,toboso,PH064529000,42861,42959,43040,43102,43146,43171
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,valladolid,PH064530000,38577,38681,38769,38840,38895,38933
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,city of victorias,PH064531000,89787,90054,90283,90474,90627,90742
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,salvador benedicto,PH064532000,27282,27588,27885,28174,28455,28727
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,buenavista,PH067901000,53761,54362,54938,55488,56013,56513
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,jordan (capital),PH067902000,37332,37520,37687,37832,37956,38058
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,nueva valencia,PH067903000,41395,41648,41879,42086,42269,42430
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,san lorenzo,PH067904000,27992,28338,28671,28992,29300,29596
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,sibunag,PH067905000,24694,25143,25572,25978,26362,26725
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,alburquerque,PH071201000,11022,11102,11175,11242,11303,11358
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,alicia,PH071202000,24471,24629,24775,24910,25033,25143
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,anda,PH071203000,16547,16566,16587,16609,16632,16657
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,antequera,PH071204000,14499,14516,14535,14554,14574,14595
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,baclayon,PH071205000,22173,22431,22667,22882,23077,23250
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,balilihan,PH071206000,18483,18580,18671,18755,18832,18902
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,batuan,PH071207000,13090,13162,13237,13314,13394,13475
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,bilar,PH071208000,17963,18027,18089,18147,18201,18252
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,buenavista,PH071209000,27433,27470,27509,27549,27591,27634
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,calape,PH071210000,31404,31500,31592,31679,31763,31842
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,candijay,PH071211000,29799,29861,29922,29982,30041,30099
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,carmen,PH071212000,48431,48781,49104,49400,49669,49911
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,catigbian,PH071213000,22791,22819,22848,22878,22910,22943
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,clarin,PH071214000,20405,20430,20455,20482,20511,20541
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,corella,PH071215000,9106,9209,9302,9388,9465,9533
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,cortes,PH071216000,18297,18515,18716,18899,19064,19210
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,dagohoy,PH071217000,19375,19417,19457,19497,19536,19575
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,danao,PH071218000,17982,18003,18026,18050,18075,18101
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,dauis,PH071219000,50886,51739,52523,53237,53883,54457
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,dimiao,PH071220000,14438,14455,14473,14492,14513,14534
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,duero,PH071221000,18098,18140,18180,18220,18258,18296
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,garcia hernandez,PH071222000,25085,25234,25371,25498,25615,25720
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,guindulman,PH071223000,32873,32958,33041,33120,33197,33271
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,inabanga,PH071224000,47893,48225,48532,48813,49070,49300
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,jagna,PH071225000,34906,35078,35237,35385,35522,35648
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,getafe,PH071226000,33528,33947,34331,34681,34997,35277
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,lila,PH071227000,12462,12499,12534,12567,12599,12630
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,loay,PH071228000,17016,17073,17127,17179,17227,17273
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,loboc,PH071229000,16075,16094,16115,16136,16158,16182
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,loon,PH071230000,43208,43253,43301,43353,43409,43468
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,mabini,PH071231000,27311,27343,27378,27414,27452,27492
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,maribojoc,PH071232000,20835,20866,20898,20930,20964,20998
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,panglao,PH071233000,38859,40059,41300,42583,43911,45277
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,pilar,PH071234000,27532,27586,27639,27692,27744,27796
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,pres. carlos p. garcia (pitogo),PH071235000,23407,23425,23445,23468,23494,23522
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,sagbayan (borja),PH071236000,24162,24459,24732,24979,25203,25402
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,san isidro,PH071237000,8789,8799,8811,8822,8834,8847
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,san miguel,PH071238000,24558,24633,24705,24774,24839,24901
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,sevilla,PH071239000,10825,10855,10883,10911,10937,10962
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,sierra bullones,PH071240000,24780,24796,24815,24837,24862,24890
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,sikatuna,PH071241000,6994,7038,7079,7117,7152,7183
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,tagbilaran city (capital),PH071242000,111607,112679,113663,114559,115371,116093
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,talibon,PH071243000,71433,72161,72830,73439,73990,74480
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,trinidad,PH071244000,34486,34898,35276,35620,35931,36207
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,tubigon,PH071245000,46639,46774,46902,47025,47143,47255
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,ubay,PH071246000,77753,78415,79024,79580,80085,80535
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,valencia,PH071247000,27265,27298,27332,27368,27407,27447
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,bien unido,PH071248000,28133,28302,28459,28604,28736,28856
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,alcantara,PH072201000,16774,17076,17371,17656,17934,18203
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,alcoy,PH072202000,19293,19747,20196,20639,21079,21511
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,alegria,PH072203000,24425,24596,24748,24881,24995,25089
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,aloguinsan,PH072204000,36783,37713,38636,39551,40462,41363
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,argao,PH072205000,74689,74978,75206,75371,75475,75517
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,asturias,PH072206000,50578,51017,51417,51779,52102,52386
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,badian,PH072207000,39790,40041,40250,40416,40542,40624
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,balamban,PH072208000,104948,108301,111568,114751,117856,120867
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,bantayan,PH072209000,83037,83647,84192,84672,85088,85437
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,barili,PH072210000,82335,83947,85522,87060,88564,90028
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,city of bogo,PH072211000,86370,87915,89416,90873,92288,93656
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,boljoon,PH072212000,17619,17843,18055,18255,18444,18620
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,borbon,PH072213000,39505,40258,40993,41710,42409,43088
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,city of carcar,PH072214000,132032,134339,136576,138743,140846,142873
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,carmen,PH072215000,58272,59634,60978,62306,63621,64915
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,catmon,PH072216000,32517,32863,33186,33485,33761,34013
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,cebu city (capital),PH072217000,971295,978031,983703,988309,991859,994331
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,compostela,PH072218000,52888,53723,54496,55210,55864,56456
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,consolacion,PH072219000,157349,162192,166900,171472,175920,180219
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,cordova,PH072220000,69032,70712,72321,73858,75328,76721
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,daanbantayan,PH072221000,94118,95961,97762,99520,101241,102914
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,dalaguete,PH072222000,71489,72140,72737,73281,73772,74207
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,danao city,PH072223000,154292,157763,161183,164552,167880,171148
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,dumanjug,PH072224000,55569,56349,57095,57805,58481,59120
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,ginatilan,PH072225000,16435,16500,16551,16589,16613,16623
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,lapu-lapu city (opon),PH072226000,464375,474302,483720,492631,501057,508950
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,liloan,PH072227000,135789,138818,141699,144433,147027,149466
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,madridejos,PH072228000,37676,37838,37968,38068,38136,38174
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,malabuyoc,PH072229000,20232,20358,20468,20563,20641,20702
